x,y
383159.6579,4199357.313
383213.0156,4199323.784
383185.3371,4199358.921
383259.3701,4199292.179
383346.6477,4199199.207
383377.6693,4199115.508
383455.0937,4199096.659
383409.4874,4199058.066
383352.75,4199150.261
383286.1201,4199154.363
383257.1853,4199186.736
383223.458,4199279.833
383186.6371,4199377.082
383147.0176,4199420.101
383167.1317,4199322.442
383108.5101,4199304.729
383180.994,4199308.046
383179.4229,4199221.192
383208.6462,4199231.479
383188.0757,4199227.698
383097.3177,4199243.702
383186.7479,4199289.714
383276.0269,4199281.761
383210.243,4199221.988
383279.6717,4199239.084
383191.092,4199186.315
383102.4169,4199186.348
383071.7171,4199235.476
382990.7893,4199320.89
382993.9902,4199367.049
382923.3049,4199456.363
382964.768,4199455.699
382901.9032,4199466.716
382806.1103,4199413.92
382838.298,4199320.041
382924.4058,4199323.215
382937.7224,4199259.684
382997.7991,4199352.105
383092.0801,4199370.419
383005.4619,4199352.51
382984.5334,4199293.561
383066.735,4199215.608
383160.8459,4199224.073
383165.2524,4199274.38
383154.6486,4199301.496
383136.053,4199248.981
383104.4741,4199296.203
383007.5007,4199244.411
383070.7568,4199342.521
382975.0445,4199273.641
382963.2335,4199354.682
382973.3513,4199316.847
382998.8486,4199286.937
383024.9322,4199188.253
382961.0116,4199195.351
382886.0331,4199282.439
382895.1181,4199231.901
382837.2525,4199164.062
382828.6825,4199076.076
382912.1557,4199146.574
382819.1756,4199244.99
382888.187,4199241.395
382979.2284,4199273.547
383038.639,4199240.608
383072.1322,4199248.67
383017.2691,4199285.872
383043.7417,4199345.943
383107.1078,4199306.008
383121.2015,4199272.036
383070.468,4199347.262
383097.8789,4199337.315
383045.8853,4199393.623
383027.1787,4199376.712
382987.6085,4199346.045
382971.0213,4199356.123
382912.4697,4199393.221
382820.9501,4199354.649
382873.3103,4199312.022
382962.7815,4199244.187
382868.1742,4199169.509
382967.2598,4199232.626
383036.6406,4199178.803
383119.774,4199237.144
383215.9737,4199324.191
383143.1129,4199307.452
383196.5432,4199365.595
383108.9708,4199280.742
383011.0286,4199182.239
382947.0947,4199221.668
382951.2321,4199151.881
383039.5163,4199094.313
383005.8978,4199073.504
383027.9197,4199134.556
383101.0599,4199079.712
383586.7982,4199626.531
383574.0625,4199663.008
383641.4579,4199715.115
383658.6261,4199623.522
383694.658,4199672.575
383640.1488,4199664.958
383662.4154,4199585.287
383574.4182,4199520.692
383533.6853,4199477.968
383598.7371,4199492.992
383689.9189,4199448.146
383755.3279,4199374.297
383753.4181,4199426.566
383823.6966,4199327.902
383904.9182,4199388.015
383905.9859,4199432.5
383948.3063,4199478.558
383896.3495,4199432.861
383857.7834,4199407
383952.2094,4199503.071
383966.4438,4199428.192
383968.7105,4199387.23
384011.9854,4199342.677
383993.3187,4199407
384092.4514,4199309.195
384069.5157,4199374.502
384028.5238,4199330.659
383978.6459,4199244.995
384041.6902,4199215.374
384121.1081,4199210.583
384072.1111,4199178.624
384018.5121,4199088.985
384020.6088,4199137.168
384039.7314,4199173.602
384076.7424,4199240.998
384107.2235,4199308
384129.4479,4199264.144
384057.6564,4199364.331
384096.6992,4199310.773
384182.0427,4199376.822
384117.3363,4199467.249
384037.4346,4199466.326
384100.864,4199381.765
384143.9486,4199406.053
384138.2177,4199391.074
384058.5739,4199489.208
383981.9651,4199473.499
384058.3031,4199380.758
384157.5433,4199362.236
384204.7191,4199407.314
384146.1586,4199465.352
384218.1817,4199561.757
384199.3147,4199485.786
384101.4367,4199438.909
384138.8458,4199503.236
384142.0059,4199519.542
384235.1043,4199522.7
384302.4359,4199505.716
384251.907,4199463.922
384265.9151,4199364.961
384215.2413,4199427.246
384197.3863,4199462.453
384209.5826,4199408.585
384144.8631,4199348.749
384206.1813,4199414.846
384126.2702,4199491.068
384084.3174,4199400.462
384031.6171,4199322.511
384081.0589,4199339.786
384143.3537,4199300.089
384073.6129,4199369.401
384140.6312,4199401.895
384132.8315,4199365.136
384207.3112,4199451.2
384113.4751,4199368.227
384022.5676,4199395.235
384113.0502,4199357.645
384136.1977,4199289.686
384095.6429,4199337.949
384001.9917,4199385.324
383902.1393,4199387.347
383937.5075,4199412.471
383867.8742,4199344.568
383966.3292,4199437.684
383912.3702,4199352.839
383979.4267,4199271.966
384034.81,4199244.373
384036.2026,4199149.764
384116.5808,4199128.159
384176.7268,4199204.491
384182.7554,4199204.896
384227.864,4199124.901
384258.1537,4199039.239
384322.3813,4199006.269
384297.5956,4199088.56
384243.9489,4199132.718
384294.1093,4199174.16
384374.1499,4199105.321
384352.4169,4199187.491
382049.4094,4197382.885
382067.7415,4197312.155
382043.1999,4197288.218
382040.5319,4197238.234
382064.0083,4197172.412
382132.3946,4197198.723
382061.5092,4197123.882
382047.0006,4197103.343
382045.2545,4197151.357
382122.4878,4197147.702
382070.6942,4197077.132
381983.9413,4197159.238
381967.3673,4197259.725
381932.6831,4197311.22
381879.9892,4197268.54
381796.0787,4197314.684
381747.2378,4197318.17
381829.6324,4197229.21
381836.7371,4197312.372
381871.9951,4197410.639
381875.0975,4197346.081
381801.2937,4197431.563
381899.573,4197387.763
381884.6731,4197400.927
381918.8548,4197361.152
381846.9469,4197328.344
381937.1374,4197392.599
381870.3599,4197420.695
381787.4745,4197394.701
381879.6805,4197454.705
381911.1157,4197483.94
382009.5063,4197421.952
382050.5805,4197469.402
382013.6146,4197556.84
381957.0827,4197487.214
381967.3749,4197428.243
381906.8263,4197426.545
381865.1356,4197375.559
381768.4027,4197464.829
381683.5046,4197527.955
381619.9805,4197475.08
381686.0725,4197383.354
381768.3086,4197441.753
381740.5493,4197522.207
381659.8405,4197432.509
381586.9797,4197523.925
381551.0004,4197489.164
381568.4562,4197438.467
381560.5292,4197464.632
381660.7524,4197370.06
381716.9619,4197286.1
381809.227,4197257.418
381784.3739,4197314.663
381792.5546,4197379.872
381829.7008,4197282.235
381757.0738,4197182.729
381749.1824,4197153.827
381739.3128,4197239.152
381643.6304,4197172.243
381670.7371,4197224.736
381676.1943,4197228.172
381588.6755,4197155.547
381586.1438,4197058.743
381571.2449,4196986.891
381665.5698,4196990.926
381695.7244,4197071.048
381665.2189,4197046.346
381720.688,4197097.495
381758.15,4197194.555
381662.6305,4197265.705
381582.9831,4197194.101
381661.4531,4197267.185
381591.6566,4197261.61
381540.6684,4197328.758
381573.7035,4197417.884
381664.977,4197403.2
381567.3152,4197503.308
381556.6849,4197500.741
381640.7704,4197510.093
381702.1906,4197511.101
381615.5191,4197421.162
381536.9676,4197358.412
381447.2269,4197395.669
381409.7169,4197299.77
381474.8829,4197369.782
381558.0574,4197359.198
381515.136,4197442.275
381427.1409,4197440.353
381495.544,4197413.614
381589.7985,4197458.988
381567.999,4197548.318
381582.3846,4197535.674
381584.677,4197492.775
381498.6932,4197470.862
381518.7469,4197472.058
381586.0502,4197520.298
381669.3061,4197450.628
381737.4704,4197486.657
381689.5814,4197445.13
382657.8758,4197603.941
382737.9898,4197585.347
382651.4281,4197557.49
382750.8813,4197480.955
382825.3177,4197382.023
382797.8004,4197383.413
382719.8674,4197346.559
382777.2351,4197332.045
382728.3816,4197251.417
382629.5998,4197319.658
382576.8502,4197224.72
382505.0493,4197271.193
382430.2976,4197367.561
382453.6939,4197427.739
382535.1508,4197428.956
382541.6501,4197438.396
382618.0305,4197367.397
382572.4267,4197359.874
382496.7977,4197338.021
382411.1247,4197430.044
382339.261,4197502.425
382287.4478,4197466.581
382244.4516,4197535.058
382238.8558,4197532.135
382332.0186,4197525.419
382419.091,4197506.545
382518.3977,4197498.581
382449.8828,4197586.96
382544.9382,4197545.345
382467.1131,4197580.527
382432.5963,4197482.864
382471.8537,4197545.169
382553.159,4197583.349
382528.197,4197654.834
382582.2607,4197566.223
382655.4085,4197571.534
382745.842,4197526.61
382746.0583,4197428.617
382725.3911,4197375.111
382697.7994,4197442.426
382617.1763,4197454.82
382709.2415,4197392.96
382786.4658,4197458.103
382751.5369,4197384.176
382761.6823,4197476.217
382855.7355,4197519.682
382803.1617,4197426.786
382839.4087,4197365.108
382794.5298,4197307.558
382857.8453,4197244.671
382926.2525,4197254.127
382929.4611,4197337.512
382930.8911,4197386.011
382925.1195,4197309.195
383005.2493,4197336.323
382942.7024,4197297.765
382967.1327,4197350.097
383003.4187,4197317.333
383070.6204,4197359.661
383155.6476,4197315.663
383212.0545,4197395.727
383150.4741,4197461.217
383144.8495,4197426.421
383207.906,4197480.85
383177.0102,4197511.341
383258.2534,4197530.785
383320.7353,4197524.815
383286.8752,4197578.11
383360.1273,4197513.466
383302.2961,4197585.744
383386.3475,4197608.891
383377.8249,4197667.026
383422.179,4197567.127
383394.3028,4197543.216
383461.558,4197642.341
383560.5965,4197684.403
383470.7446,4197635.66
383378.7534,4197552.13
383334.9004,4197647.531
383332.1508,4197601.857
383314.2589,4197678.988
383345.4206,4197667.201
383267.8988,4197608.679
383354.114,4197602.697
383442.1606,4197536.12
383462.3122,4197635.511
383380.4762,4197602.796
383451.7353,4197588.054
383403.9242,4197564.233
383380.1921,4197566.651
383390.4837,4197663.805
383345.4898,4197748.169
383359.5645,4197835.407
383304.0165,4197859.522
383372.2516,4197889.602
383449.5841,4197955.979
383492.9591,4197937.129
383473.4453,4197918.384
383411.7474,4197929.452
383378.1424,4197875.477
383375.412,4197857.847
383420.5851,4197830.885
383468.6597,4197817.085
383482.8923,4197798.351
383473.3199,4197768.635
383533.5654,4197700.013
383573.0435,4197683.5
383658.1053,4197757.83
383665.5233,4197803.112
383592.8985,4197851.261
383687.3735,4197913.458
383777.5645,4197820.806
383774.5904,4197901.304
383752.0216,4198001.409
383652.3086,4197919.432
383702.6012,4197898.481
383626.9394,4197843.61
383578.1445,4197744.992
383560.5323,4197724.441
383649.8312,4197708.706
383608.1285,4197654.813
383583.4268,4197738.892
383613.7179,4197717.08
383688.9922,4197686.417
383686.0379,4197643.798
383783.5223,4197708.284
383862.5884,4197803.354
383868.9518,4197712.704
383968.215,4197730.156
384003.2246,4197782.163
384041.5963,4197724.64
383967.7075,4197655.098
383988.0139,4197667.441
383943.0248,4197599.669
383961.4374,4197539.131
384052.8004,4197548.564
384108.0719,4197532.816
384023.1561,4197484.127
384024.5175,4197533.469
383954.7443,4197614.473
383864.9016,4197568.806
383866.9432,4197602.147
383775.3552,4197676.225
383696.4132,4197619.695
383670.8148,4197553.901
383771.1326,4197534.169
383723.3523,4197546.208
383655.6771,4197531.516
383695.8782,4197593.984
383743.913,4197685.053
383808.2503,4197764.205
383906.3749,4197711.355
384006.7705,4197680.402
383951.826,4197621.695
383909.1452,4197587.739
383873.4239,4197666.191
383924.6076,4197580.644
383972.6939,4197662.89
384017.89,4197716.024
384084.3817,4197777.186
384074.7426,4197858.536
384138.9704,4197816.679
384046.3248,4197828.83
383976.3884,4197741.286
383955.4486,4197726.344
383868.6357,4197814.565
383816.9355,4197910.839
383783.0995,4197901.251
383720.215,4197986.44
383625.5929,4197963.515
383646.9039,4197901.851
383642.1666,4197955.298
383730.3953,4197954.706
383769.7481,4197947.122
383860.0362,4198003.56
383838.4183,4198031.953
383764.8517,4197998.348
383826.327,4198096.811
383735.4938,4198031.811
383660.7452,4198013.111
383728.764,4197976.265
383715.7735,4198073.705
383754.969,4198019.938
383696.3729,4197978.199
383688.419,4198078.641
383693.5468,4198017.139
383771.9373,4198068.148
383712.2074,4198103.263
383690.3392,4198004.4
383736.522,4198091.898
383770.5572,4198097.254
383837.6676,4198010.334
383906.0707,4197997.396
383854.168,4197923.778
383856.5498,4198008.127
383784.5527,4197927.443
383713.0212,4197898.674
383693.2532,4197973.106
383990.1192,4198137.908
383948.5712,4198068.022
384006.6049,4198059.177
383954.7765,4198054.258
383949.2503,4198032.698
383862.5872,4198108.197
383839.7185,4198038.513
383882.188,4198017.724
383785.1953,4198060.752
383715.2383,4198053.991
383704.5126,4198093.08
383764.888,4198173.507
383675.3414,4198256.607
383756.4621,4198204.659
383699.4836,4198129.76
383780.6454,4198057.867
383805.6909,4198122.947
383783.9645,4198065.948
383846.2109,4198072.312
383910.6389,4197990.355
383864.1268,4198058.53
383905.3846,4198073.006
383808.7716,4198155.256
383848.0176,4198201.729
383908.2985,4198231.004
383842.7926,4198217.196
383856.8396,4198253.63
383790.2451,4198306.988
383811.3983,4198376.369
383720.3996,4198302.613
383751.6681,4198252.925
383674.7805,4198351.28
383641.0127,4198301.49
383643.4467,4198353.986
383705.5429,4198395.064
383606.0139,4198452.33
383624.2809,4198421.507
383692.7603,4198400.929
383632.1214,4198499.376
383604.3122,4198465.596
383599.7198,4198455.048
383637.0638,4198463.292
383655.2319,4198391.654
383736.7285,4198468.717
383782.1438,4198416.737
383683.4754,4198339.048
383674.7238,4198262.355
383647.0333,4198237.396
383598.5328,4198315.43
383617.7774,4198226.6
383663.2747,4198228.692
383592.6031,4198159.745
383581.0501,4198110.825
383531.3099,4198124.952
383567.3792,4198220.29
383549.4264,4198223.4
383646.8517,4198215.7
383614.8795,4198247.719
383691.0266,4198168.761
383652.092,4198243.239
383628.3377,4198201.692
383695.8359,4198201.138
383607.2282,4198123.613
383591.2339,4198182.654
383542.3652,4198103.803
383535.6582,4198124.246
383503.6592,4198043.272
383431.8736,4198142.68
383463.9905,4198163.176
383405.4097,4198168.509
383441.4803,4198221.592
383396.9164,4198177.046
383338.2937,4198092.369
383399.3666,4198172.412
383433.3674,4198137.626
383375.6632,4198140.113
383437.0675,4198138.217
383497.227,4198113.383
383493.722,4198132.867
383545.8786,4198180.094
383468.0767,4198260.389
383448.2287,4198189.429
383501.4561,4198260.648
383530.5683,4198348.876
383457.8363,4198317.084
383479.8662,4198372.469
383394.2321,4198430.788
383299.2801,4198501.915
383203.5022,4198425.209
383242.8541,4198401.479
383156.2689,4198400.496
383200.3305,4198319.673
383292.446,4198308.099
383339.9119,4198309.257
383276.3973,4198380.714
383260.5188,4198373.852
383167.5736,4198406.967
383172.7696,4198329.215
383227.109,4198335.661
383071.3058,4202520.649
383148.6057,4202566.987
383179.9595,4202536.044
383206.4481,4202582.429
383150.8725,4202594.563
383144.1681,4202689.985
383128.6679,4202743.239
383036.7533,4202797.448
383073.9596,4202791.463
383046.026,4202826.835
383095.311,4202784.845
383105.7455,4202849.901
383098.0572,4202817.122
383022.4134,4202731.431
383034.7524,4202830.605
382957.1104,4202898.739
383046.1874,4202916.22
383016.2283,4202848.628
383082.4186,4202785.858
383088.698,4202720.227
383130.8968,4202792.601
383120.2222,4202870.796
383040.2853,4202869.172
383122.614,4202789.63
383194.033,4202880.669
383176.4457,4202884.088
383154.7543,4202974.545
383209.2274,4203064.886
383194.3557,4202981.243
383162.5973,4202965.382
383144.6071,4202949.476
383076.891,4202938.594
383083.0465,4202984.937
383048.4076,4202939.077
382998.8924,4202963.224
383074.1929,4202969.693
383120.6153,4203043.07
383031.1132,4202952.401
383078.3724,4202891.785
382981.5858,4202903.072
382896.6141,4202912.19
382883.7789,4202923.416
382978.2575,4202973.823
383006.5583,4202937.899
382997.9519,4203038.361
383094.0534,4202978.676
383042.2602,4203015.747
383098.276,4203031.777
383103.303,4202934.894
383082.7045,4202897.934
383147.0884,4202928.393
383221.465,4202980.453
383285.7171,4202956.82
383354.0489,4203009.28
383337.2703,4203067.618
383291.4709,4203010.016
383257.5861,4203049.265
383230.7546,4203139.353
383299.9234,4203041.683
383245.3098,4203125.871
383246.4109,4203067.285
383152.8991,4202979.381
383246.1782,4202922.493
383317.5259,4203006.794
383306.9866,4202951.251
383331.41,4203021.607
383270.5897,4203113.644
383204.898,4203157.004
383123.2827,4203133.088
383215.6245,4203152.255
383281.0435,4203124.64
383299.3798,4203172.641
383370.6633,4203161.13
383348.9724,4203099.497
383348.3757,4203023.724
383315.4257,4203087.091
383410.4465,4203100.414
383496.9441,4203150.423
383420.9948,4203159.883
383443.3651,4203141.146
383465.3734,4203044.468
383376.4766,4203070.668
383444.4906,4203133.712
383409.601,4203045.145
383313.8384,4202951.171
383380.0725,4202903.451
383363.5682,4202838.778
383416.8429,4202797.272
383392.9286,4202712.619
383456.955,4202672.024
383448.2085,4202668.188
383370.4514,4202672.281
383358.878,4202644.771
383313.9461,4202739.011
383220.0171,4202804.225
383248.1202,4202791.597
383244.4417,4202698.704
383144.6934,4202706.119
383118.1901,4202656.496
383341.1222,4201157.725
383375.5889,4201188.117
383448.662,4201159.567
383532.1592,4201156.639
383563.5224,4201067.073
383495.9462,4201149.078
383433.2095,4201138.529
383522.3315,4201181.889
383498.5999,4201129.043
383515.7541,4201118.349
383582.9646,4201070.781
383532.3276,4201152.174
383615.4202,4201172.548
383586.8868,4201128.964
383640.9898,4201084.182
383715.1838,4201105.675
383659.638,4201131.856
383560.0018,4201080.199
383659.3672,4200982.496
383576.804,4200974.799
383554.1725,4201014.938
383545.2181,4200987.156
383615.2765,4201039.247
383617.4645,4201116.288
383697.9042,4201019.329
383714.297,4201000.433
383773.3412,4200900.653
383862.6915,4200965.053
383768.8238,4200958.219
383727.0397,4200872.455
383636.423,4200894.828
383555.8978,4200827.835
383520.9009,4200766.04
383503.0746,4200754.246
383404.2514,4200728.262
383346.5856,4200654.315
383354.7548,4200745.494
383365.8634,4200804.628
383283.1384,4200778.82
383342.5577,4200865.222
383406.6184,4200888.261
383428.053,4200886.365
383409.392,4200976.766
383405.5343,4201061.833
383479.8477,4201151.006
383515.9616,4201191.24
383546.0469,4201241.714
383642.0687,4201197.19
383543.4368,4201268.537
383586.6192,4201230.034
383669.0642,4201217.424
383659.3835,4201217.828
383571.6036,4201255.296
383473.7355,4201177.716
383562.0619,4201245.736
383497.2122,4201165.792
383428.5422,4201197.847
383409.7391,4201239.895
383365.9023,4201334.314
383318.3526,4201370.538
383284.7428,4201330.908
383373.9184,4201322.145
383281.3718,4201346.429
383335.8702,4201413.897
383308.0784,4201327.909
383233.164,4201397.131
383141.5947,4201360.225
383176.6312,4201376.463
383197.0731,4201442.957
383274.2494,4201526.444
383324.2607,4201484.691
383246.4051,4201437.155
383337.8634,4201508.598
383297.085,4201588.088
383338.1089,4201521.173
383254.4783,4201489.546
383265.7434,4201503.756
383293.1613,4201511.21
383317.6393,4201585.624
383296.0015,4201676.749
383360.2985,4201650.046
383390.4158,4201739.192
383419.6919,4201652.238
383420.1023,4201592.282
383378.2132,4201654.732
383364.4611,4201566.874
383430.7369,4201501.326
383455.8638,4201596.353
383418.3066,4201583.845
383342.4948,4201617.067
383260.6177,4201620.245
383351.8987,4201655.692
383417.1993,4201731.165
383484.5229,4201791.654
383453.7409,4201712.97
383545.9477,4201768.251
383516.2472,4201716.333
383464.4267,4201619.638
383426.8974,4201572.734
381443.2868,4199480.804
381429.6931,4199517.243
381401.7968,4199579.605
381401.0604,4199633.088
381338.4755,4199697.409
381404.5711,4199723.541
381447.0322,4199790.012
381395.2122,4199889.249
381437.2232,4199974.493
381441.5462,4200074.968
381452.6941,4200137.112
381366.1624,4200166.566
381446.4541,4200069.973
381513.776,4200015.26
381523.173,4200047.663
381623.6484,4200146.103
381640.7957,4200169.312
381604.0914,4200073.59
381582.2709,4200117.927
381571.3782,4200117.296
381543.705,4200156.495
381528.9282,4200207.944
381476.3926,4200253.423
381483.745,4200319.758
381492.7852,4200330.224
381449.0855,4200307.279
381514.292,4200331.554
381414.3088,4200317.989
381488.7261,4200370.081
381470.8759,4200274.55
381543.3398,4200261.934
381507.4609,4200241.946
381458.5758,4200145.184
381497.0558,4200231.334
381410.2854,4200287.72
381434.7109,4200280.07
381472.0835,4200364.206
381503.422,4200329.673
381432.876,4200355.91
381406.9484,4200359.386
381367.1361,4200281.46
381436.4129,4200297.943
381360.7274,4200366.134
381432.7543,4200442.547
381415.7676,4200353.679
381364.852,4200433.073
381369.1509,4200454.155
381420.6137,4200360.45
381449.8862,4200403.531
381549.9844,4200460.743
381630.2488,4200524.752
381708.2542,4200609.1
381765.7344,4200544.493
381722.054,4200632.71
381744.3917,4200626.765
381714.7895,4200598.991
381691.798,4200616.393
381619.8032,4200577.572
381532.0039,4200578.017
381596.2393,4200540.142
381652.2728,4200608.6
381614.4545,4200704.863
381612.9114,4200784.003
381612.2521,4200829.141
381684.6527,4200778.549
381616.9863,4200796.795
381570.0001,4200846.034
381660.4606,4200778.504
381675.5522,4200779.647
381707.8465,4200808.805
381649.0854,4200733.298
381743.1625,4200718.587
381708.5555,4200771.708
381756.9028,4200775.903
381802.1006,4200858.388
381756.1582,4200878.474
381681.3975,4200896.521
381637.6685,4200880.788
381567.0551,4200821.06
381549.292,4200880.301
381590.6383,4200947.709
381607.7368,4200856.137
381523.7423,4200921.363
381600.0713,4200896.528
381695.3535,4200922.602
381744.6682,4200974.708
381718.8934,4200971.194
381669.1479,4200921.6
381669.5217,4200925.625
381653.6753,4201000.082
381724.8374,4201050.471
381796.0744,4200958.834
381784.431,4201014.092
381793.6355,4201056.344
381771.9794,4201012.61
381720.1897,4200974.621
381753.2741,4200931.954
381676.6608,4200962.172
381585.694,4201035.482
381712.3297,4197905.633
381732.372,4197869.958
381765.5021,4197788.405
381714.9279,4197714.595
381622.2941,4197629.916
381599.4718,4197593.155
381603.8693,4197560.21
381663.3309,4197556.643
381614.4209,4197549.034
381619.8544,4197527.277
381679.2872,4197568.762
381677.4149,4197626.794
381656.8602,4197625.893
381679.0784,4197642.216
381694.2811,4197726.308
381756.3244,4197787.66
381700.3304,4197781.986
381720.7729,4197788.344
381764.9975,4197730.739
381778.0118,4197714.038
381753.1872,4197758.13
381660.6496,4197779.409
381564.1036,4197858.756
381578.5804,4197913.989
381586.7431,4197877.168
381567.9394,4197939.327
381533.1855,4197984.577
381562.6606,4197900.922
381546.8672,4197949.182
381561.9174,4197976.363
381474.2877,4198072.441
381532.2967,4198063.63
381585.6605,4197981.747
381589.7581,4197892.81
381625.2258,4197896.3
381571.5986,4197890.448
381572.916,4197799.464
381611.2174,4197742.539
381582.2504,4197653.553
381624.7064,4197667.966
381624.7252,4197582.257
381688.1443,4197496.453
381765.5876,4197573.75
381761.7404,4197528.806
381746.1927,4197458.154
381812.515,4197445.481
381910.9757,4197443.637
381822.0671,4197397.062
381788.4678,4197436.107
381800.8284,4197521.124
381764.3281,4197502.517
381674.5914,4197424.631
381653.8619,4197398.642
381562.127,4197310.897
381588.4588,4197286.128
381586.8989,4197294.199
381684.1967,4197204.433
381718.5376,4197121.681
381654.95,4197103.702
381698.0423,4197065.803
381633.4336,4197130.03
381567.7024,4197225.11
381661.7265,4197226.403
381643.0136,4197183.49
381634.4912,4197212.755
381589.8783,4197236.083
381491.3251,4197255.361
381441.8175,4197160.671
381486.9175,4197176.842
381502.1075,4197157.861
381476.472,4197157.891
381409.5231,4197084.996
381447.5478,4196997.063
381451.5975,4197046.071
381452.6501,4196952.456
381399.9006,4196887.911
381353.2536,4196854.291
381334.4517,4196865.61
381260.5199,4196944.679
381258.7871,4196967.869
381201.922,4197033.126
381198.1945,4197008.191
381188.5637,4196990.656
381163.8336,4196973.677
381091.9559,4196999.071
381163.1217,4197064.569
381099.5837,4197020.064
